WO_NO,EQP_TAG,DETC_DT,STRT_DT,END_DT,MNT_TYPE,FAIL_MODE,DOWN_MIN,PART_CHG,WRKR_ID,WRK_TEAM,REMARK
WO-2024-00165,P1-SP2-DCF02,2024-02-02 22:47,2024-02-02 23:52,2024-02-03 02:24,BM,SEL,55,N,MT-1019,MT-D,패킹 누설
WO-2024-00166,P1-CC1-TUN01,2024-02-03 06:18,2024-02-03 11:10,2024-02-03 14:41,BM,MAL,0,Y,MT-1015,MT-C,제어 이상
WO-2024-00167,P1-BF2-HSV01,2024-02-03 14:06,2024-02-03 17:04,2024-02-03 21:41,TBM,,276,N,MT-1013,MT-C,정기점검 - 이상없음
WO-2024-00168,P1-BF2-HSV01,2024-02-03 15:48,2024-02-03 18:23,2024-02-04 02:53,BM,WER,220,N,MT-1018,MT-C,WEAR 확인
WO-2024-00169,P1-SP1-EXF01,2024-02-03 19:41,2024-02-13 05:00,2024-02-13 12:55,CBM,,474,N,MT-1004,MT-A,
WO-2024-00170,P1-CC1-SEG04,2024-02-03 20:12,2024-02-03 23:05,2024-02-04 00:26,TBM,,81,N,MT-1006,MT-A,"4호기 재발, 정기점검 실시"
WO-2024-00171,P1-CR1-SPM01,2024-02-03 22:05,2024-02-04 01:02,2024-02-04 04:32,TBM,,0,Y,MT-1004,MT-A,
WO-2024-00172,P1-CC2-SEG02,2024-02-03 23:13,2024-02-04 03:44,2024-02-04 05:07,BM,WER,82,Y,MT-1001,MT-A,마모 진행
WO-2024-00173,P1-CC2-LDT01,2024-02-03 23:55,2024-02-04 04:32,2024-02-04 05:47,BM,WER,65,N,MT-1003,MT-A,WEAR 확인
WO-2024-00174,P1-SP1-EXF01,2024-02-04 06:57,2024-02-04 09:32,2024-02-04 13:00,TBM,,207,N,MT-1023,MT-D,월간 점검 완료
WO-2024-00175,P1-BF2-BLW01,2024-02-04 15:20,2024-02-13 07:44,2024-02-13 09:36,CBM,LUB,112,N,MT-1023,MT-D,급유 불량
WO-2024-00176,P1-SP1-CRS01,2024-02-04 19:17,2024-02-04 20:16,2024-02-04 23:38,TBM,,202,N,MT-1007,MT-B,
WO-2024-00177,P1-BF2-BLW01,2024-02-04 19:53,2024-02-04 22:02,2024-02-05 18:48,BM,LUB,470,Y,MT-1012,MT-B,급유 불량
WO-2024-00178,P1-SP1-EXF01-MTR,2024-02-05 02:30,2024-02-05 03:15,2024-02-05 04:22,TBM,,0,N,MT-1016,MT-C,계획 점검 수행
WO-2024-00179,P1-SP2-EXF01,2024-02-05 02:58,2024-02-05 04:56,2024-02-05 22:18,BM,ETC,1041,Y,MT-1018,MT-C,재점검 필요
WO-2024-00180,P1-CR1-TCM01,2024-02-05 07:41,2024-02-05 08:43,2024-02-05 12:15,TBM,,0,Y,MT-1002,MT-A,"1호기 재발, 월간 점검 완료"
WO-2024-00181,P1-CC1-PMP01,2024-02-05 08:34,2024-02-05 14:17,2024-02-06 09:25,BM,BRG,1147,N,MT-1005,MT-A,이상음 발생
WO-2024-00182,P1-BF1-PCI01,2024-02-05 12:52,2024-02-05 14:36,2024-02-05 17:59,BM,,190,N,MT-1003,MT-A,"1호기 재발, 특이사항"
WO-2024-00183,P1-SP1-BCV01,2024-02-05 22:03,2024-02-06 02:16,2024-02-06 03:33,BM,MAL,77,N,MT-1015,MT-C,동작 불량
WO-2024-00184,P1-CC2-SEG03,2024-02-05 22:17,2024-02-05 22:21,2024-02-06 02:18,TBM,,0,N,MT-1014,MT-C,
WO-2024-00185,P1-SP1-IGF01,2024-02-05 22:59,2024-02-06 02:53,2024-02-06 07:00,TBM,,246,Y,MT-1018,MT-C,점검 이상없음
WO-2024-00186,P1-BF1-PCI01,2024-02-06 00:41,2024-02-06 02:27,2024-02-06 03:20,TBM,,52,N,MT-1021,MT-D,순회점검 후속
WO-2024-00187,P1-CC2-INS01,2024-02-06 07:23,2024-02-12 19:00,2024-02-12 22:49,CBM,SEL,75,N,MT-1011,MT-B,"1호기 재발, 씰 누수"
WO-2024-00188,P1-SP2-EXF01-MTR,2024-02-06 07:37,2024-02-06 08:46,2024-02-06 10:38,TBM,,40,N,MT-1008,MT-B,순회점검 후속
WO-2024-00189,P1-CC1-LDT01,2024-02-06 07:56,2024-02-06 11:49,2024-02-06 12:54,TBM,,65,N,MT-1012,MT-B,"1호기 재발, 점검 이상없음"
WO-2024-00190,P1-CR1-RCL01,2024-02-06 14:25,2024-02-06 16:39,2024-02-06 19:01,BM,MAL,141,N,MT-1008,MT-B,인터록 작동
WO-2024-00191,P1-SP2-CLR01,2024-02-06 22:33,2024-02-07 01:53,2024-02-07 06:36,BM,ETC,282,N,MT-1024,MT-D,원인 미상
WO-2024-00192,P1-CR1-RCL01,2024-02-06 22:41,2024-02-07 00:03,2024-02-07 02:37,TBM,,154,N,MT-1024,MT-D,정기점검 실시
WO-2024-00193,P1-BF1-HSV01,2024-02-06 23:57,2024-02-07 03:01,2024-02-07 07:21,TBM,,0,Y,MT-1024,MT-D,월간 점검검 완료
WO-2024-00194,P1-SP1-BCV01,2024-02-07 01:06,2024-02-07 02:17,2024-02-07 04:30,BM,BRG,133,N,MT-1003,MT-A,BRG 이음
WO-2024-00195,P1-CR1-PMP02,2024-02-07 06:40,2024-02-07 09:23,2024-02-07 12:54,TBM,,0,N,MT-1013,MT-C,월간 점검 완료
WO-2024-00196,P1-BF2-HSV03,2024-02-07 10:45,2024-02-09 20:44,2024-02-10 06:40,CBM,MAL,0,Y,MT-1018,MT-C,
WO-2024-00197,P1-CC1-SEG04,2024-02-07 11:37,2024-02-07 16:09,2024-02-07 19:05,BM,LUB,60,N,MT-1018,MT-C,윤활유 누유
WO-2024-00198,P1-CC1-INS01,2024-02-07 14:53,2024-02-10 03:54,2024-02-10 07:47,CBM,ETC,232,N,MT-1016,MT-C,원인 미상
WO-2024-00199,P1-CC2-EMS01,2024-02-07 15:12,2024-02-07 18:48,2024-02-08 00:43,BM,SEL,354,N,MT-1013,MT-C,누수 발생
WO-2024-00200,P1-BF1-PCI01,2024-02-08 07:13,2024-02-08 09:25,2024-02-08 13:36,BM,WER,251,N,MT-1019,MT-D,마모량 초과
WO-2024-00201,P1-CC1-EMS01,2024-02-08 09:19,2024-02-08 13:16,2024-02-08 21:09,BM,SEL,200,N,MT-1022,MT-D,패킹 누설
WO-2024-00202,P1-CC1-SEG02,2024-02-08 15:10,2024-02-08 16:21,2024-02-08 19:17,TBM,,176,N,MT-1019,MT-D,  TBM 점검 
WO-2024-00203,P1-CR1-PMP03,2024-02-08 15:58,2024-02-08 18:15,2024-02-08 20:38,BM,,142,N,MT-1021,MT-D,재점검 필요
WO-2024-00204,P1-SM1-BOF01,2024-02-08 20:48,2024-02-09 02:31,2024-02-09 06:05,BM,ELE,213,N,MT-1009,MT-B,절연 저하
WO-2024-00205,P1-SP2-CRS01,2024-02-08 23:04,2024-02-09 02:26,2024-02-09 04:03,TBM,,85,N,MT-1010,MT-B,"1호기 재발, 계획 점검 수행"
WO-2024-00206,P1-CC1-INS01,2024-02-08 23:30,2024-02-09 03:22,2024-02-09 16:15,BM,SEL,705,N,MT-1012,MT-B,냉각수 누설
WO-2024-00207,P1-SM1-CRN01,2024-02-08 23:42,2024-02-09 00:46,2024-02-09 03:45,TBM,,115,N,MT-1010,MT-B,계획 점검 수행
WO-2024-00208,P1-CC1-PMP02,2024-02-09 10:19,2024-02-09 13:46,2024-02-10 02:31,BM,ELE,300,N,MT-1002,MT-A,절연 저하
WO-2024-00209,P1-SP2-MIX02,2024-02-09 14:59,2024-02-09 18:54,2024-02-09 21:17,BM,BRG,142,Y,MT-1004,MT-A,BRG소음 확인
WO-2024-00210,P1-BF2-BLW01,2024-02-09 15:09,2024-02-09 18:05,2024-02-09 19:07,BM,UNB,30,N,MT-1006,MT-A,진동 상승
WO-2024-00211,P1-CR1-CAL01,2024-02-09 15:31,2024-02-09 15:52,2024-02-09 23:22,BM,,140,N,MT-1006,MT-A,"1호기 재발, 원인 미상"
WO-2024-00212,P1-CR1-PMP01,2024-02-09 18:12,2024-02-09 21:01,2024-02-10 05:11,BM,BRG,415,N,MT-1014,MT-C,
WO-2024-00213,P1-SP1-AGT01,2024-02-09 23:09,2024-02-09 23:55,2024-02-10 02:47,TBM,,85,N,MT-1014,MT-C,월간 점검 완료
WO-2024-00214,P1-BF2-PCI01,2024-02-10 06:22,2024-02-10 09:44,2024-02-10 11:07,TBM,,82,N,MT-1008,MT-B,월간 점검 완료
WO-2024-00215,P1-CR1-PMP01,2024-02-10 06:23,2024-02-10 10:04,2024-02-10 13:47,BM,,0,Y,MT-1010,MT-B,
WO-2024-00216,P1-SP1-AGT01-MTR,2024-02-10 06:23,2024-02-19 13:37,2024-02-19 17:13,CBM,LUB,145,N,MT-1011,MT-B,"1호기 재발, 그리스 부족"
WO-2024-00217,P1-CC1-SEG01,2024-02-10 07:13,2024-02-10 08:05,2024-02-10 12:33,TBM,,145,N,MT-1007,MT-B,정기점검 실시
WO-2024-00218,P1-CR1-RCL01,2024-02-10 22:53,2024-02-11 02:30,2024-02-11 05:19,BM,LUB,140,N,MT-1021,MT-D,급유 불량
WO-2024-00219,P1-CC2-LDT01,2024-02-11 01:34,2024-02-11 06:33,2024-02-11 09:30,BM,,177,N,MT-1003,MT-A,현상 재현 안됨
WO-2024-00220,P1-CR1-CAL01,2024-02-11 07:13,2024-02-11 07:14,2024-02-11 10:32,TBM,,0,N,MT-1017,MT-C,정기점검검 - 이상없음
WO-2024-00221,P1-SP2-EXF01,2024-02-11 07:13,2024-02-12 14:13,2024-02-12 19:46,CBM,ELE,205,N,MT-1013,MT-C,  전류 불안정 
WO-2024-00222,P1-SP1-DCF01,2024-02-11 07:36,2024-02-11 09:37,2024-02-11 13:15,BM,WER,175,N,MT-1016,MT-C,표면 마모 확인
WO-2024-00223,P1-CC1-SCC01,2024-02-11 07:52,2024-02-11 11:39,2024-02-11 18:01,BM,ETC,382,N,MT-1017,MT-C,
WO-2024-00224,P1-BF1-HSV02,2024-02-11 14:31,2024-02-11 16:15,2024-02-11 19:49,TBM,,214,Y,MT-1018,MT-C,계획 점검 수행
WO-2024-00225,P1-CR1-PMP03,2024-02-11 15:19,2024-02-11 18:53,2024-02-11 22:31,TBM,ELE,218,Y,MT-1016,MT-C,ELE 이상
WO-2024-00226,P1-BF2-HSV02,2024-02-11 22:32,2024-02-11 22:42,2024-02-12 00:51,TBM,,128,Y,MT-1003,MT-A,계획 점검 수행
WO-2024-00227,P1-CR1-TCM01,2024-02-11 23:24,2024-02-16 09:08,2024-02-16 14:36,CBM,,327,N,MT-1004,MT-A,원인 미상
WO-2024-00228,P1-CR1-CRN01,2024-02-11 23:40,2024-02-12 02:38,2024-02-12 04:49,TBM,,0,N,MT-1002,MT-A,"1호기 재발, TBM 점검"
WO-2024-00229,P1-SP2-DCF02,2024-02-12 06:46,2024-02-12 08:58,2024-02-12 13:45,TBM,,286,N,MT-1019,MT-D,  정기점검 - 이상없음 
WO-2024-00230,P1-SP2-SNM01,2024-02-12 14:01,2024-02-12 15:07,2024-02-12 19:42,TBM,,274,Y,MT-1023,MT-D,"1호기 재발, TBM 점검검"
WO-2024-00231,P1-BF1-BLW01,2024-02-12 15:25,2024-02-12 17:05,2024-02-12 19:45,TBM,,65,N,MT-1020,MT-D,계획 점검 수행
WO-2024-00232,P1-SP1-MIX02,2024-02-13 06:09,2024-02-13 06:16,2024-02-13 07:57,TBM,,60,N,MT-1004,MT-A,정기점검검 실시
WO-2024-00233,P1-CC1-INS01,2024-02-13 09:25,2024-02-13 12:52,2024-02-13 16:17,TBM,,110,N,MT-1003,MT-A,순회점검 후속
WO-2024-00234,P1-CC2-MLD01,2024-02-13 10:37,2024-02-13 13:52,2024-02-13 15:36,TBM,,0,N,MT-1003,MT-A,점검 이상없음
WO-2024-00235,P1-CC1-PMP01,2024-02-13 14:08,2024-02-13 16:14,2024-02-13 19:54,TBM,,90,N,MT-1002,MT-A,TBM 점검
WO-2024-00236,P1-SP2-AGT01-MTR,2024-02-13 15:02,2024-02-13 15:51,2024-02-13 20:12,TBM,,0,N,MT-1001,MT-A,"1호기 재발, 순회점검 후속"
WO-2024-00237,P1-SM1-LFR01,2024-02-13 15:38,2024-02-13 20:21,2024-02-13 22:51,BM,WER,149,Y,MT-1002,MT-A,
WO-2024-00238,P1-SP2-CLR01,2024-02-13 15:49,2024-02-13 15:59,2024-02-13 20:26,TBM,ELE,266,N,MT-1004,MT-A,절연 저하
WO-2024-00239,P1-CR1-WLD01,2024-02-13 18:34,2024-02-19 00:21,2024-02-19 03:06,CBM,SEL,0,Y,MT-1013,MT-C,SEAL 손상
WO-2024-00240,P1-SP2-CRS01,2024-02-13 23:39,2024-02-21 17:27,2024-02-21 20:50,CBM,MAL,202,N,MT-1017,MT-C,제어 이상
WO-2024-00241,P1-SP2-DCF01,2024-02-13 21:25,2024-02-14 02:06,2024-02-14 04:36,BM,LUB,149,Y,MT-1013,MT-C,윤활유 누유
WO-2024-00242,P1-CC1-MLD01,2024-02-14 06:55,2024-02-14 08:52,2024-02-14 15:53,BM,,255,N,MT-1007,MT-B,원인 미상
WO-2024-00243,P1-CC2-INS01,2024-02-14 07:39,2024-02-14 08:31,2024-02-14 10:41,TBM,,110,N,MT-1008,MT-B,정기점검 - 이상없음
WO-2024-00244,P1-BF1-CAS01,2024-02-14 14:29,2024-02-14 17:16,2024-02-14 20:13,TBM,,120,N,MT-1008,MT-B,정기점검 실시
WO-2024-00245,P1-CC2-SCC01,2024-02-14 15:30,2024-02-14 17:44,2024-02-14 20:29,BM,UNB,0,N,MT-1012,MT-B,진동치 증가
WO-2024-00246,P1-CC2-SEG02,2024-02-14 21:00,2024-02-14 21:58,2024-02-15 01:48,TBM,,205,N,MT-1023,MT-D,"2호기 재발, 정기점검 - 이상없음"
WO-2024-00247,P1-BF1-HSV02,2024-02-14 22:41,2024-02-15 00:55,2024-02-15 04:25,BM,WER,210,Y,MT-1022,MT-D,마모 진행
WO-2024-00248,P1-CC2-PMP02,2024-02-14 22:50,2024-02-15 00:38,2024-02-15 01:28,BM,LUB,49,Y,MT-1023,MT-D,누유 확인
WO-2024-00249,P1-SP1-EXF01,2024-02-15 01:12,2024-02-18 09:55,2024-02-18 15:34,CBM,UNB,240,N,MT-1006,MT-A,"1호기 재발, 불평형 의심"
WO-2024-00250,P1-SP2-IGF01,2024-02-15 06:09,2024-02-15 06:40,2024-02-15 09:32,TBM,,171,N,MT-1016,MT-C,
WO-2024-00251,P1-BF1-HSV03,2024-02-15 14:45,2024-02-15 16:39,2024-02-15 20:44,TBM,,245,N,MT-1016,MT-C,"3호기 재발, 월간 점검 완료"
WO-2024-00252,P1-SP1-DCF01,2024-02-15 21:13,2024-02-15 22:20,2024-02-16 01:14,TBM,,0,N,MT-1003,MT-A,점검 이상없음
WO-2024-00253,P1-CC2-PMP01,2024-02-16 07:23,2024-02-16 10:16,2024-02-16 11:59,TBM,,95,N,MT-1023,MT-D,  정기점검 - 이상없음 
WO-2024-00254,P1-SP2-BCV02,2024-02-16 10:21,2024-02-16 13:22,2024-02-16 19:53,BM,ETC,0,N,MT-1021,MT-D,
WO-2024-00255,P1-BF1-BFR01,2024-02-16 14:32,2024-02-16 15:37,2024-02-16 18:31,TBM,,65,N,MT-1022,MT-D,
WO-2024-00256,P1-SP1-SNM01,2024-02-16 19:19,2024-02-16 19:37,2024-02-16 21:32,BM,ETC,115,N,MT-1009,MT-B,현상 재현 안됨
WO-2024-00257,P1-CC1-LDT01,2024-02-16 22:18,2024-02-16 23:28,2024-02-17 00:27,BM,WER,58,N,MT-1007,MT-B,표면 마모 확인
WO-2024-00258,P1-SP2-MIX02,2024-02-17 06:16,2024-02-17 09:59,2024-02-17 16:55,BM,ETC,415,N,MT-1002,MT-A,현상 재현 안됨
WO-2024-00259,P1-SM1-BOF02,2024-02-17 06:47,2024-02-17 08:01,2024-02-17 10:27,BM,ETC,135,N,MT-1002,MT-A,현상 재현 안됨
WO-2024-00260,P1-CC1-EMS01,2024-02-17 14:20,2024-02-17 15:45,2024-02-17 18:03,TBM,,0,N,MT-1006,MT-A,점검 이상없음
WO-2024-00261,P1-CR1-SPM01-MTR,2024-02-17 14:23,2024-02-17 17:46,2024-02-17 22:19,TBM,,0,Y,MT-1001,MT-A,"1호기 재발, 정기점검검 - 이상없음"
WO-2024-00262,P1-CC1-TUN01,2024-02-17 22:07,2024-02-18 00:42,2024-02-18 06:12,BM,WER,210,N,MT-1014,MT-C,WEAR 확인
WO-2024-00263,P1-SP2-MIX02,2024-02-17 22:39,2024-02-18 00:50,2024-02-18 05:05,TBM,,254,N,MT-1013,MT-C,순회점검 후속
WO-2024-00264,P1-BF2-BLW01,2024-02-17 23:14,2024-02-18 11:47,2024-02-18 18:05,CBM,MAL,378,N,MT-1018,MT-C,동작 불량
WO-2024-00265,P1-CC1-PMP02,2024-02-17 23:54,2024-02-18 03:05,2024-02-18 07:43,TBM,,277,N,MT-1013,MT-C,정기점검 실시
WO-2024-00266,P1-CR1-PKL01,2024-02-18 06:07,2024-02-18 07:36,2024-02-18 09:55,TBM,,0,N,MT-1009,MT-B,정기점검 - 이상없음
WO-2024-00267,P1-BF2-BFR01,2024-02-18 14:02,2024-02-18 17:41,2024-02-18 21:39,TBM,,185,Y,MT-1010,MT-B,순회점검 후속
WO-2024-00268,P1-SP1-AGT01-MTR,2024-02-18 14:45,2024-02-18 16:53,2024-02-18 21:52,TBM,,0,N,MT-1009,MT-B,"1호기 재발, 계획 점검 수행"
WO-2024-00269,P1-CC2-INS01,2024-02-18 14:51,2024-02-27 19:50,2024-02-28 05:41,CBM,ELE,591,N,MT-1010,MT-B,모터 과열
WO-2024-00270,P1-SP1-DCF02,2024-02-19 06:30,2024-02-19 07:07,2024-02-19 10:45,BM,SEL,80,Y,MT-1017,MT-C,누수 발생
WO-2024-00271,P1-CC1-MLD01,2024-02-19 06:51,2024-02-19 07:31,2024-02-19 08:06,BM,SEL,20,N,MT-1015,MT-C,씰 누수
WO-2024-00272,P1-SM1-BOF02,2024-02-19 07:17,2024-02-19 11:46,2024-02-19 12:47,BM,WER,40,N,MT-1014,MT-C,라이너 마모
WO-2024-00273,P1-CC2-INS01,2024-02-19 11:18,2024-02-20 13:49,2024-02-20 20:06,CBM,ELE,377,N,MT-1015,MT-C,모터 과열
WO-2024-00274,P1-CC1-INS01,2024-02-19 13:25,2024-02-21 09:10,2024-02-21 17:31,CBM,MAL,501,N,MT-1017,MT-C,동작 불량
WO-2024-00275,P1-SP1-SNM01,2024-02-19 15:09,2024-02-19 15:45,2024-02-19 20:23,TBM,,235,N,MT-1017,MT-C,TBM 점검
WO-2024-00276,P1-SM1-BOF02,2024-02-19 22:24,2024-02-20 01:15,2024-02-20 04:01,TBM,,165,N,MT-1003,MT-A,점검 이상없음
WO-2024-00277,P1-SP1-AGT01,2024-02-20 12:13,2024-02-25 20:16,2024-02-26 04:01,CBM,BRG,465,N,MT-1021,MT-D,BRG 이음
WO-2024-00278,P1-SP2-EXF01,2024-02-20 22:16,2024-02-20 23:14,2024-02-21 02:32,TBM,,155,N,MT-1007,MT-B,
WO-2024-00279,P1-CC1-EMS01,2024-02-20 23:13,2024-02-21 04:01,2024-02-21 09:39,BM,SEL,338,N,MT-1008,MT-B,
WO-2024-00280,P1-CC1-SEG02,2024-02-21 06:09,2024-02-21 07:26,2024-02-21 09:15,BM,WER,108,Y,MT-1002,MT-A,마모 진행
WO-2024-00281,P1-SP1-CLR01,2024-02-21 06:12,2024-02-21 09:55,2024-02-21 12:28,TBM,,110,N,MT-1001,MT-A,순회점검 후속
WO-2024-00282,P1-CR1-SPM01,2024-02-21 08:38,2024-02-21 14:21,2024-02-22 03:03,BM,LUB,762,N,MT-1001,MT-A,급유 불량
WO-2024-00283,P1-CC1-SCC01,2024-02-21 15:47,2024-02-21 17:11,2024-02-21 19:14,TBM,,123,N,MT-1002,MT-A,TBM 점검
WO-2024-00284,P1-SP2-AGT01-MTR,2024-02-21 15:57,2024-03-02 10:28,2024-03-02 13:00,CBM,UNB,151,N,MT-1004,MT-A,진동치 증가
WO-2024-00285,P1-SM1-RHD01,2024-02-21 16:31,2024-02-21 20:19,2024-02-21 23:32,TBM,,193,N,MT-1002,MT-A,계획 점검 수행
WO-2024-00286,P1-BF1-HSV03,2024-02-22 06:04,2024-02-22 11:04,2024-02-22 14:54,BM,ETC,140,N,MT-1012,MT-B,"3호기 재발, 확인 중"
WO-2024-00287,P1-SP2-AGT01,2024-02-22 06:05,2024-02-22 07:53,2024-02-22 10:34,TBM,,0,N,MT-1012,MT-B,정기점검 - 이상없음
WO-2024-00288,P1-CC1-TUN01,2024-02-22 15:07,2024-02-22 15:20,2024-02-22 16:06,TBM,,46,N,MT-1008,MT-B,"1호기 재발, 정기점검 - 이상없음"
WO-2024-00289,P1-CC2-SCC01,2024-02-22 14:33,2024-02-22 17:56,2024-02-22 18:47,TBM,,45,N,MT-1009,MT-B,  월간 점검 완료 
WO-2024-00290,P1-CR1-INS01,2024-02-23 05:57,2024-02-23 09:51,2024-02-23 11:01,TBM,,0,N,MT-1003,MT-A,정기점검 실시
WO-2024-00291,P1-SP2-MIX01,2024-02-23 06:38,2024-02-23 07:59,2024-02-23 09:06,TBM,,0,Y,MT-1017,MT-C,월간 점검 완료
WO-2024-00292,P1-SM1-DCF01,2024-02-23 07:24,2024-02-23 11:08,2024-02-23 12:17,TBM,,68,N,MT-1018,MT-C,  정기점검검 실시 
WO-2024-00293,P1-CC2-TUN01,2024-02-23 07:55,2024-02-23 09:29,2024-02-23 14:12,TBM,WER,282,N,MT-1014,MT-C,WEAR 확인
WO-2024-00294,P1-BF2-HSV03,2024-02-23 08:44,2024-02-23 10:56,2024-02-23 12:17,BM,ELE,80,N,MT-1016,MT-C,ELE 이상
WO-2024-00295,P1-CC1-SEG03,2024-02-23 14:58,2024-02-23 18:05,2024-02-23 19:55,TBM,WER,0,N,MT-1017,MT-C,WEAR 확인
WO-2024-00296,P1-CC1-SEG02,2024-02-24 07:26,2024-02-24 09:59,2024-02-24 15:05,BM,,160,Y,MT-1021,MT-D,특이사항
WO-2024-00297,P1-CC1-PMP01,2024-02-24 07:39,2024-02-24 08:43,2024-02-24 09:47,BM,LUB,63,N,MT-1024,MT-D,그리스 부족
WO-2024-00298,P1-CC2-INS01,2024-02-24 14:04,2024-02-24 17:47,2024-02-24 19:54,BM,MAL,60,N,MT-1024,MT-D,
WO-2024-00299,P1-SP1-CRS01,2024-02-24 14:44,2024-03-01 08:40,2024-03-01 12:03,CBM,UNB,203,N,MT-1020,MT-D,
WO-2024-00300,P1-CC2-SEG01,2024-02-24 19:50,2024-02-24 21:33,2024-02-25 01:12,TBM,,0,N,MT-1011,MT-B,정기점검검 실시
WO-2024-00301,P1-BF1-HSV03,2024-02-25 13:26,2024-02-25 19:06,2024-02-25 21:44,BM,MAL,157,N,MT-1001,MT-A,오작동 발생
WO-2024-00302,P1-CC2-SEG04,2024-02-25 15:48,2024-02-25 18:58,2024-02-25 23:57,BM,SEL,0,N,MT-1005,MT-A,  누수 발생 
WO-2024-00303,P1-CC1-SCC01,2024-02-25 16:38,2024-02-25 21:12,2024-02-25 23:58,BM,ETC,165,N,MT-1001,MT-A,"  1호기 재발, 재점검 필요 "
WO-2024-00304,P1-SP1-SNM01,2024-02-25 17:56,2024-02-25 18:28,2024-02-25 22:37,BM,MAL,0,Y,MT-1002,MT-A,오작동 발생
WO-2024-00305,P1-SM1-LFR01,2024-02-25 22:19,2024-02-26 00:21,2024-02-26 03:13,TBM,,171,Y,MT-1013,MT-C,점검 이상없음
WO-2024-00306,P1-CC1-PMP01,2024-02-26 07:34,2024-03-06 23:57,2024-03-07 06:47,CBM,LUB,409,N,MT-1007,MT-B,  오일 레벨 저하 
WO-2024-00307,P1-SP1-EXF01,2024-02-26 07:43,2024-02-26 08:15,2024-02-26 18:00,BM,UNB,0,Y,MT-1008,MT-B,진동치 증가
WO-2024-00308,P1-BF2-BLW01,2024-02-26 23:05,2024-02-27 01:39,2024-02-27 02:42,TBM,,0,N,MT-1021,MT-D,순회점검 후속
WO-2024-00309,P1-CC2-LDT01,2024-02-26 21:06,2024-02-27 00:44,2024-02-27 05:36,TBM,,185,Y,MT-1019,MT-D,월간 점검 완료
WO-2024-00310,P1-CC2-INS01,2024-02-26 23:41,2024-02-27 05:14,2024-02-27 05:54,BM,ELE,30,N,MT-1022,MT-D,모터 과열
WO-2024-00311,P1-CC1-INS01,2024-02-26 23:49,2024-02-27 02:51,2024-02-27 12:21,BM,SEL,300,N,MT-1024,MT-D,누수 발생
WO-2024-00312,P1-CC2-SEG04,2024-02-27 06:02,2024-02-27 07:43,2024-02-27 11:00,TBM,LUB,125,N,MT-1013,MT-C,
WO-2024-00313,P1-BF2-HSV03,2024-02-27 06:45,2024-02-27 09:24,2024-02-27 14:07,TBM,,283,Y,MT-1016,MT-C,TBM 점검
WO-2024-00314,P1-SM1-BOF01,2024-02-27 13:02,2024-02-27 15:09,2024-02-27 18:17,TBM,,95,Y,MT-1014,MT-C,월간 점검 완료
WO-2024-00315,P1-CC2-EMS01,2024-02-27 14:49,2024-02-27 15:48,2024-02-27 17:56,TBM,,128,Y,MT-1018,MT-C,정기점검 - 이상없음
WO-2024-00316,P1-CR1-PMP01,2024-02-27 14:54,2024-02-27 16:42,2024-02-27 19:37,TBM,,175,N,MT-1015,MT-C,계획 점검 수행
WO-2024-00317,P1-BF1-HSV02,2024-02-27 15:13,2024-02-27 18:27,2024-02-27 23:53,BM,MAL,326,N,MT-1018,MT-C,"2호기 재발, 설비 트립"
WO-2024-00318,P1-CC2-PMP02,2024-02-27 23:16,2024-02-28 02:48,2024-02-28 05:45,TBM,,0,N,MT-1006,MT-A,
WO-2024-00319,P1-SP2-DCF01,2024-02-27 23:52,2024-02-28 01:55,2024-02-28 03:59,TBM,LUB,124,N,MT-1003,MT-A,급유 불량
WO-2024-00320,P1-CC2-TUN01,2024-02-28 03:41,2024-02-28 07:13,2024-02-28 12:54,BM,ETC,340,N,MT-1012,MT-B,
WO-2024-00321,P1-SP2-DCF02,2024-02-28 15:14,2024-03-07 07:05,2024-03-07 14:48,CBM,LUB,462,Y,MT-1020,MT-D,
WO-2024-00322,P1-SP1-DCF01,2024-02-28 19:48,2024-02-28 23:19,2024-02-29 01:24,BM,LUB,124,Y,MT-1007,MT-B,
WO-2024-00323,P1-SP1-SNM01,2024-02-29 02:07,2024-02-29 03:00,2024-02-29 05:43,BM,WER,163,N,MT-1014,MT-C,라이너 마모
WO-2024-00324,P1-CR1-TCM01,2024-03-01 04:14,2024-03-01 08:06,2024-03-01 12:51,TBM,,285,N,MT-1019,MT-D,계획 점검 수행
WO-2024-00325,P1-SP2-BCV03,2024-03-01 05:25,2024-03-01 05:33,2024-03-01 06:35,TBM,,25,N,MT-1022,MT-D,
WO-2024-00326,P1-SM1-CRN02,2024-03-01 06:16,2024-03-01 07:16,2024-03-01 08:29,TBM,,25,N,MT-1009,MT-B,월간 점검 완료
WO-2024-00327,P1-CR1-PMP01,2024-03-01 07:36,2024-03-02 05:57,2024-03-02 10:13,CBM,ELE,135,N,MT-1008,MT-B,모터 과열
WO-2024-00328,P1-SP1-BCV04,2024-03-01 07:46,2024-03-01 09:12,2024-03-01 10:50,TBM,,0,N,MT-1011,MT-B,계획 점검 수행
WO-2024-00329,P1-BF1-HSV01,2024-03-01 08:42,2024-03-01 11:19,2024-03-01 13:41,TBM,,0,N,MT-1011,MT-B,
WO-2024-00330,P1-SP1-AGT01-MTR,2024-03-01 10:16,2024-03-01 12:01,2024-03-02 08:04,BM,,1115,Y,MT-1007,MT-B,  원인 미상 
